Entity,Code,Year,Tuberculosis,HepatitisB,Influenza,Inactivated_polio,Measles,Pneumococcus,Polio,Rubella,Rotavirus,Yellow_fever,Diphteria_Tetanus_Pertussis
India,IND,2013,91.0,70.0,20.0,,83.0,,82.0,,,,83.0
India,IND,2014,89.0,79.0,20.0,,85.0,,84.0,,,,85.0
India,IND,2015,87.0,87.0,45.0,1.0,87.0,,86.0,,,,87.0
India,IND,2016,89.0,88.0,80.0,47.0,88.0,,86.0,,4.0,,88.0
India,IND,2017,92.0,89.0,89.0,50.0,90.0,,89.0,6.0,13.0,,89.0
India,IND,2018,92.0,90.0,90.0,75.0,93.0,6.0,90.0,93.0,35.0,,90.0
India,IND,2019,92.0,91.0,91.0,82.0,95.0,15.0,90.0,95.0,53.0,,91.0
Indonesia,IDN,2000,81.0,65.0,,,76.0,,72.0,,,,75.0
Indonesia,IDN,2001,80.0,62.0,,,76.0,,77.0,,,,76.0
Indonesia,IDN,2002,82.0,63.0,,,72.0,,80.0,,,,70.0
Indonesia,IDN,2003,83.0,64.0,,,74.0,,80.0,,,,71.0
Indonesia,IDN,2004,85.0,64.0,,,76.0,,79.0,,,,71.0
Indonesia,IDN,2005,86.0,65.0,,,77.0,,79.0,,,,72.0
Indonesia,IDN,2006,88.0,66.0,,,79.0,,78.0,,,,72.0
Indonesia,IDN,2007,83.0,76.0,,,76.0,,77.0,,,,73.0
Indonesia,IDN,2008,80.0,82.0,,,76.0,,83.0,,,,77.0
Indonesia,IDN,2009,78.0,82.0,,,74.0,,85.0,,,,78.0
Indonesia,IDN,2010,88.0,83.0,,,78.0,,82.0,,,,81.0
Indonesia,IDN,2011,98.0,81.0,,,80.0,,81.0,,,,81.0
Indonesia,IDN,2012,88.0,86.0,,,82.0,,87.0,,,,87.0
Indonesia,IDN,2013,90.0,92.0,4.0,,87.0,,92.0,,,,92.0
Indonesia,IDN,2014,90.0,88.0,30.0,,86.0,,90.0,,,,88.0
Indonesia,IDN,2015,90.0,84.0,84.0,,87.0,,85.0,,,,84.0
Indonesia,IDN,2016,90.0,84.0,84.0,2.0,88.0,,85.0,,,,84.0
Indonesia,IDN,2017,93.0,85.0,85.0,47.0,90.0,,88.0,15.0,,,85.0
Indonesia,IDN,2018,92.0,85.0,85.0,62.0,89.0,0.0,87.0,40.0,,,85.0
Indonesia,IDN,2019,90.0,85.0,85.0,76.0,88.0,3.0,85.0,88.0,,,85.0
"Iran, Islamic Republic of",IRN,2000,99.0,99.0,,,99.0,,99.0,,,,99.0
"Iran, Islamic Republic of",IRN,2001,91.0,94.0,,,96.0,,95.0,,,,96.0
"Iran, Islamic Republic of",IRN,2002,97.0,99.0,,,99.0,,99.0,,,,99.0
"Iran, Islamic Republic of",IRN,2003,99.0,98.0,,,99.0,,99.0,,,,99.0
"Iran, Islamic Republic of",IRN,2004,99.0,95.0,,,96.0,,98.0,96.0,,,99.0
"Iran, Islamic Republic of",IRN,2005,99.0,94.0,,,94.0,,95.0,94.0,,,95.0
"Iran, Islamic Republic of",IRN,2006,99.0,98.0,,,99.0,,99.0,99.0,,,98.0
"Iran, Islamic Republic of",IRN,2007,99.0,97.0,,,97.0,,98.0,97.0,,,99.0
"Iran, Islamic Republic of",IRN,2008,99.0,99.0,,,98.0,,99.0,98.0,,,99.0
"Iran, Islamic Republic of",IRN,2009,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2010,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2011,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2012,99.0,98.0,,,98.0,,99.0,98.0,,,99.0
"Iran, Islamic Republic of",IRN,2013,99.0,99.0,,,98.0,,98.0,98.0,,,98.0
"Iran, Islamic Republic of",IRN,2014,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2015,99.0,98.0,98.0,,99.0,,98.0,99.0,,,98.0
"Iran, Islamic Republic of",IRN,2016,99.0,99.0,99.0,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2017,99.0,99.0,99.0,,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2018,99.0,99.0,99.0,43.0,99.0,,99.0,99.0,,,99.0
"Iran, Islamic Republic of",IRN,2019,99.0,99.0,99.0,99.0,99.0,,99.0,99.0,,,99.0
Iraq,IRQ,2000,93.0,67.0,,,86.0,,83.0,,,,80.0
Iraq,IRQ,2001,93.0,66.0,,,82.0,,80.0,52.0,,,78.0
Iraq,IRQ,2002,94.0,65.0,,,77.0,,76.0,48.0,,,77.0
Iraq,IRQ,2003,94.0,63.0,,,73.0,,73.0,45.0,,,75.0
Iraq,IRQ,2004,94.0,62.0,,,69.0,,69.0,41.0,,,74.0
Iraq,IRQ,2005,92.0,65.0,,,69.0,,69.0,58.0,,,65.0
Iraq,IRQ,2006,89.0,59.0,,,62.0,,63.0,52.0,,,59.0
Iraq,IRQ,2007,92.0,56.0,,,64.0,,74.0,64.0,,,57.0
Iraq,IRQ,2008,87.0,66.0,,,75.0,,71.0,76.0,,,69.0
Iraq,IRQ,2009,92.0,75.0,,,81.0,,78.0,87.0,,,78.0
Iraq,IRQ,2010,90.0,72.0,,,75.0,,74.0,77.0,,,74.0
Iraq,IRQ,2011,94.0,78.0,,,80.0,,82.0,77.0,,,81.0
Iraq,IRQ,2012,99.0,65.0,36.0,,74.0,,73.0,68.0,31.0,,72.0
Iraq,IRQ,2013,99.0,68.0,68.0,,73.0,,75.0,57.0,52.0,,73.0
Iraq,IRQ,2014,99.0,69.0,70.0,,70.0,,76.0,67.0,30.0,,73.0
Iraq,IRQ,2015,94.0,68.0,68.0,,71.0,,72.0,76.0,43.0,,68.0
Iraq,IRQ,2016,87.0,71.0,71.0,,79.0,,76.0,75.0,52.0,,71.0
Iraq,IRQ,2017,92.0,81.0,81.0,89.0,81.0,33.0,82.0,84.0,63.0,,81.0
Iraq,IRQ,2018,95.0,86.0,86.0,94.0,85.0,33.0,74.0,83.0,60.0,,86.0
Iraq,IRQ,2019,98.0,84.0,84.0,93.0,82.0,37.0,85.0,86.0,5.0,,84.0
Ireland,IRL,2000,89.0,,85.0,,79.0,,86.0,79.0,,,86.0
Ireland,IRL,2001,89.0,,84.0,,73.0,,84.0,73.0,,,84.0
Ireland,IRL,2002,90.0,,83.0,,73.0,,83.0,73.0,,,83.0
Ireland,IRL,2003,90.0,,86.0,,78.0,,86.0,78.0,,,86.0
Ireland,IRL,2004,30.0,,89.0,,81.0,,89.0,81.0,,,89.0
Ireland,IRL,2005,31.0,,90.0,,84.0,,90.0,84.0,,,90.0
Ireland,IRL,2006,31.0,,91.0,,86.0,,91.0,86.0,,,91.0
Ireland,IRL,2007,33.0,,92.0,,87.0,,92.0,87.0,,,92.0
Ireland,IRL,2008,34.0,,93.0,,89.0,,93.0,89.0,,,93.0
Ireland,IRL,2009,30.0,,93.0,,90.0,,94.0,90.0,,,94.0
Ireland,IRL,2010,30.0,46.0,94.0,,90.0,43.0,94.0,90.0,,,94.0
Ireland,IRL,2011,41.0,95.0,95.0,,92.0,90.0,95.0,92.0,,,95.0
Ireland,IRL,2012,42.0,95.0,95.0,,92.0,91.0,95.0,92.0,,,95.0
Ireland,IRL,2013,76.0,95.0,95.0,,93.0,91.0,96.0,93.0,,,96.0
Ireland,IRL,2014,74.0,95.0,96.0,,93.0,92.0,96.0,93.0,,,96.0
Ireland,IRL,2015,77.0,95.0,95.0,98.0,93.0,92.0,95.0,93.0,,,95.0
Ireland,IRL,2016,18.0,95.0,95.0,98.0,92.0,91.0,95.0,92.0,,,95.0
Ireland,IRL,2017,0.0,95.0,95.0,98.0,92.0,91.0,95.0,92.0,89.0,,95.0
Ireland,IRL,2018,0.0,94.0,94.0,98.0,92.0,90.0,94.0,92.0,89.0,,94.0
Ireland,IRL,2019,0.0,93.0,94.0,98.0,91.0,86.0,94.0,91.0,89.0,,94.0
Israel,ISR,2000,,98.0,93.0,,95.0,,93.0,95.0,,,93.0
Israel,ISR,2001,,96.0,94.0,,95.0,,93.0,95.0,,,92.0
Israel,ISR,2002,,98.0,91.0,,95.0,,91.0,95.0,,,90.0
Israel,ISR,2003,,98.0,93.0,,96.0,,93.0,96.0,,,93.0
Israel,ISR,2004,,99.0,95.0,,97.0,,95.0,97.0,,,95.0
Israel,ISR,2005,,96.0,93.0,,94.0,,95.0,94.0,,,93.0
Israel,ISR,2006,,96.0,94.0,,96.0,,94.0,96.0,,,95.0
Israel,ISR,2007,,99.0,95.0,,97.0,,95.0,97.0,,,95.0
Israel,ISR,2008,,99.0,94.0,,98.0,,94.0,98.0,,,94.0
Israel,ISR,2009,,98.0,96.0,,97.0,,96.0,97.0,,,96.0
Israel,ISR,2010,,97.0,95.0,,96.0,,95.0,96.0,,,95.0
Israel,ISR,2011,,98.0,94.0,,97.0,92.0,94.0,97.0,,,94.0
Israel,ISR,2012,,97.0,94.0,,96.0,93.0,94.0,96.0,82.0,,94.0
Israel,ISR,2013,,97.0,96.0,,98.0,94.0,96.0,98.0,80.0,,96.0
Israel,ISR,2014,,97.0,95.0,,97.0,94.0,95.0,97.0,81.0,,95.0
Israel,ISR,2015,,96.0,95.0,95.0,98.0,94.0,95.0,98.0,80.0,,95.0
Israel,ISR,2016,,95.0,94.0,94.0,97.0,93.0,94.0,97.0,81.0,,94.0
Israel,ISR,2017,,97.0,98.0,99.0,98.0,94.0,98.0,98.0,81.0,,98.0
Israel,ISR,2018,,96.0,98.0,99.0,98.0,95.0,98.0,98.0,81.0,,98.0
Israel,ISR,2019,,96.0,98.0,99.0,99.0,95.0,98.0,99.0,80.0,,98.0
Italy,ITA,2000,,94.0,55.0,,74.0,,97.0,74.0,,,87.0
Italy,ITA,2001,,95.0,70.0,,77.0,,96.0,77.0,,,93.0
Italy,ITA,2002,,95.0,83.0,,81.0,,96.0,81.0,,,93.0
Italy,ITA,2003,,95.0,90.0,,84.0,,97.0,84.0,,,96.0
Italy,ITA,2004,,96.0,94.0,,86.0,,97.0,86.0,,,94.0
Italy,ITA,2005,,96.0,95.0,,87.0,,97.0,87.0,,,95.0
Italy,ITA,2006,,96.0,96.0,,88.0,,97.0,88.0,,,96.0
Italy,ITA,2007,,97.0,96.0,,90.0,,97.0,90.0,,,97.0
Italy,ITA,2008,,96.0,96.0,,90.0,60.0,96.0,90.0,,,96.0
Italy,ITA,2009,,96.0,96.0,,90.0,66.0,96.0,90.0,,,96.0
Italy,ITA,2010,,96.0,95.0,,91.0,71.0,96.0,91.0,,,96.0
Italy,ITA,2011,,96.0,96.0,,90.0,76.0,96.0,90.0,,,96.0
Italy,ITA,2012,,96.0,96.0,,90.0,82.0,96.0,90.0,,,97.0
Italy,ITA,2013,,96.0,95.0,,90.0,87.0,96.0,90.0,,,96.0
Italy,ITA,2014,,95.0,94.0,,87.0,87.0,95.0,87.0,,,95.0
Italy,ITA,2015,,93.0,93.0,95.0,85.0,89.0,93.0,85.0,,,93.0
Italy,ITA,2016,,93.0,93.0,95.0,87.0,88.0,93.0,87.0,,,94.0
Italy,ITA,2017,,94.0,94.0,95.0,92.0,91.0,95.0,92.0,14.0,,95.0
Italy,ITA,2018,,95.0,94.0,95.0,93.0,92.0,95.0,93.0,19.0,,95.0
Italy,ITA,2019,,95.0,95.0,95.0,94.0,92.0,96.0,94.0,61.0,,96.0
Jamaica,JAM,2000,94.0,,,,88.0,,95.0,88.0,,,93.0
Jamaica,JAM,2001,96.0,,,,85.0,,99.0,85.0,,,99.0
Jamaica,JAM,2002,90.0,,,,86.0,,99.0,86.0,,,99.0
Jamaica,JAM,2003,88.0,36.0,35.0,,78.0,,99.0,78.0,,,96.0
Jamaica,JAM,2004,90.0,98.0,98.0,,86.0,,97.0,86.0,,,98.0
Jamaica,JAM,2005,95.0,99.0,99.0,,84.0,,99.0,84.0,,,99.0
Jamaica,JAM,2006,90.0,97.0,97.0,,87.0,,99.0,87.0,,,95.0
Jamaica,JAM,2007,87.0,92.0,91.0,,76.0,,94.0,76.0,,,92.0
Jamaica,JAM,2008,92.0,92.0,91.0,,88.0,,91.0,88.0,,,91.0
Jamaica,JAM,2009,94.0,90.0,90.0,,88.0,,90.0,88.0,,,90.0
Jamaica,JAM,2010,95.0,94.0,94.0,,89.0,,94.0,89.0,,,94.0
Jamaica,JAM,2011,95.0,92.0,91.0,,88.0,,93.0,88.0,,,92.0
Jamaica,JAM,2012,95.0,96.0,96.0,,93.0,,96.0,93.0,,,96.0
Jamaica,JAM,2013,93.0,93.0,93.0,,94.0,,86.0,94.0,,,93.0
Jamaica,JAM,2014,90.0,92.0,92.0,,92.0,,93.0,92.0,,,92.0
Jamaica,JAM,2015,99.0,91.0,91.0,33.0,91.0,,91.0,91.0,,,91.0
Jamaica,JAM,2016,96.0,98.0,99.0,95.0,95.0,,99.0,95.0,,,99.0
Jamaica,JAM,2017,93.0,93.0,93.0,95.0,95.0,,93.0,95.0,,,93.0
Jamaica,JAM,2018,93.0,97.0,98.0,95.0,89.0,,98.0,89.0,,,97.0
Jamaica,JAM,2019,97.0,96.0,96.0,97.0,94.0,,96.0,94.0,,,96.0
Japan,JPN,2007,94.0,,,,96.0,,97.0,96.0,,,98.0
Japan,JPN,2008,90.0,,,,95.0,,98.0,95.0,,,98.0
Japan,JPN,2009,94.0,,,,94.0,,99.0,94.0,,,97.0
Japan,JPN,2010,99.0,,,,94.0,,98.0,94.0,,,97.0
Japan,JPN,2011,94.0,,99.0,,94.0,98.0,96.0,94.0,,,97.0
Japan,JPN,2012,95.0,,99.0,,96.0,98.0,99.0,96.0,,,97.0
Japan,JPN,2013,93.0,,99.0,,95.0,98.0,99.0,95.0,,,96.0
Japan,JPN,2014,93.0,,99.0,,98.0,98.0,99.0,98.0,,,96.0
Japan,JPN,2015,84.0,,96.0,96.0,96.0,96.0,99.0,96.0,,,96.0
Japan,JPN,2016,98.0,,99.0,99.0,96.0,99.0,99.0,96.0,,,99.0
Japan,JPN,2017,93.0,,99.0,99.0,97.0,99.0,97.0,97.0,,,99.0
Japan,JPN,2018,99.0,,99.0,99.0,97.0,98.0,98.0,97.0,,,98.0
Japan,JPN,2019,97.0,99.0,98.0,98.0,96.0,97.0,98.0,96.0,,,98.0
Japan,JPN,2000,,,,,96.0,,98.0,96.0,,,85.0
Japan,JPN,2001,,,,,98.0,,81.0,98.0,,,95.0
Japan,JPN,2002,,,,,98.0,,89.0,98.0,,,96.0
Japan,JPN,2003,,,,,98.0,,97.0,98.0,,,97.0
Japan,JPN,2004,,,,,98.0,,97.0,98.0,,,99.0
Japan,JPN,2005,,,,,98.0,,95.0,98.0,,,98.0
Japan,JPN,2006,,,,,97.0,,95.0,97.0,,,98.0
Jordan,JOR,2002,29.0,95.0,95.0,,95.0,,95.0,90.0,,,95.0
Jordan,JOR,2003,67.0,97.0,97.0,,96.0,,97.0,91.0,,,97.0
Jordan,JOR,2004,58.0,95.0,95.0,,99.0,,95.0,98.0,,,95.0
Jordan,JOR,2005,89.0,95.0,95.0,,95.0,,95.0,92.0,,,95.0
Jordan,JOR,2006,95.0,98.0,98.0,,99.0,,98.0,88.0,,,98.0
Jordan,JOR,2007,90.0,98.0,98.0,,95.0,,98.0,97.0,,,98.0
Jordan,JOR,2008,95.0,97.0,97.0,,95.0,,98.0,90.0,,,97.0
Jordan,JOR,2009,95.0,98.0,98.0,,95.0,,98.0,90.0,,,98.0
Jordan,JOR,2010,95.0,98.0,98.0,,98.0,,98.0,95.0,,,98.0
Jordan,JOR,2011,95.0,98.0,98.0,,98.0,,98.0,95.0,,,98.0
Jordan,JOR,2012,96.0,98.0,98.0,,98.0,,98.0,96.0,,,98.0
Jordan,JOR,2013,98.0,98.0,98.0,,97.0,,98.0,98.0,,,98.0
Jordan,JOR,2014,95.0,98.0,98.0,,98.0,,98.0,98.0,,,98.0
Jordan,JOR,2015,98.0,99.0,99.0,99.0,94.0,,99.0,96.0,88.0,,99.0
Jordan,JOR,2016,99.0,98.0,98.0,99.0,96.0,,98.0,99.0,97.0,,98.0
Jordan,JOR,2017,99.0,99.0,99.0,99.0,93.0,,99.0,99.0,96.0,,99.0
Jordan,JOR,2018,94.0,96.0,96.0,95.0,92.0,,92.0,96.0,93.0,,96.0
Jordan,JOR,2019,86.0,89.0,89.0,90.0,87.0,,87.0,93.0,86.0,,89.0
Jordan,JOR,2000,,93.0,,,94.0,,94.0,83.0,,,91.0
Jordan,JOR,2001,,97.0,59.0,,99.0,,97.0,87.0,,,99.0
Kazakhstan,KAZ,2000,98.0,99.0,,,99.0,,96.0,,,,97.0
Kazakhstan,KAZ,2001,95.0,95.0,,,95.0,,95.0,,,,95.0
Kazakhstan,KAZ,2002,99.0,95.0,,,95.0,,95.0,,,,95.0
Kazakhstan,KAZ,2003,99.0,99.0,,,99.0,,99.0,,,,99.0
Kazakhstan,KAZ,2004,65.0,99.0,,,99.0,,99.0,99.0,,,82.0
Kazakhstan,KAZ,2005,69.0,94.0,,,99.0,,99.0,99.0,,,98.0
Kazakhstan,KAZ,2006,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
Kazakhstan,KAZ,2007,99.0,94.0,,,99.0,,94.0,99.0,,,93.0
Kazakhstan,KAZ,2008,97.0,99.0,49.0,,99.0,,99.0,99.0,,,99.0
Kazakhstan,KAZ,2009,96.0,99.0,97.0,,99.0,,99.0,99.0,,,98.0
Kazakhstan,KAZ,2010,96.0,99.0,96.0,,99.0,,98.0,99.0,,,99.0
Kazakhstan,KAZ,2011,96.0,99.0,95.0,,99.0,,99.0,99.0,,,99.0
Kazakhstan,KAZ,2012,95.0,95.0,97.0,,96.0,37.0,98.0,96.0,,,99.0
Kazakhstan,KAZ,2013,95.0,99.0,98.0,,99.0,52.0,98.0,99.0,,,98.0
Kazakhstan,KAZ,2014,95.0,95.0,95.0,,99.0,58.0,95.0,99.0,,,95.0
Kazakhstan,KAZ,2015,95.0,98.0,98.0,99.0,99.0,74.0,98.0,99.0,,,98.0
Kazakhstan,KAZ,2016,95.0,82.0,82.0,93.0,99.0,97.0,82.0,99.0,,,82.0
Kazakhstan,KAZ,2017,95.0,99.0,99.0,99.0,99.0,98.0,99.0,99.0,,,99.0
Kazakhstan,KAZ,2018,95.0,98.0,98.0,99.0,99.0,95.0,98.0,99.0,,,98.0
Kazakhstan,KAZ,2019,87.0,97.0,97.0,99.0,99.0,89.0,97.0,99.0,,,97.0
Kenya,KEN,2000,91.0,,,,78.0,,80.0,,,,82.0
Kenya,KEN,2001,94.0,,,,77.0,,77.0,,,,80.0
Kenya,KEN,2002,91.0,84.0,84.0,,78.0,,83.0,,,1.0,84.0
Kenya,KEN,2003,87.0,73.0,73.0,,72.0,,75.0,,,1.0,73.0
Kenya,KEN,2004,87.0,73.0,73.0,,73.0,,73.0,,,1.0,73.0
Kenya,KEN,2005,85.0,76.0,76.0,,69.0,,70.0,,,1.0,76.0
Kenya,KEN,2006,92.0,80.0,80.0,,77.0,,77.0,,,1.0,80.0
Kenya,KEN,2007,92.0,81.0,81.0,,80.0,,76.0,,,1.0,81.0
Kenya,KEN,2008,98.0,88.0,88.0,,90.0,,88.0,,,1.0,88.0
Kenya,KEN,2009,99.0,88.0,88.0,,88.0,,89.0,,,1.0,88.0
Kenya,KEN,2010,99.0,90.0,90.0,,86.0,,90.0,,,1.0,90.0
Kenya,KEN,2011,99.0,96.0,96.0,,87.0,85.0,97.0,,,1.0,96.0
Kenya,KEN,2012,97.0,94.0,94.0,,93.0,82.0,94.0,,,2.0,94.0
Kenya,KEN,2013,92.0,93.0,93.0,,94.0,75.0,94.0,,,2.0,87.0
Kenya,KEN,2014,94.0,92.0,92.0,,95.0,81.0,93.0,,19.0,1.0,92.0
Kenya,KEN,2015,87.0,89.0,89.0,,96.0,75.0,83.0,,66.0,1.0,89.0
Kenya,KEN,2016,99.0,89.0,90.0,70.0,96.0,78.0,88.0,,74.0,1.0,89.0
Kenya,KEN,2017,89.0,82.0,82.0,78.0,89.0,82.0,81.0,89.0,67.0,1.0,82.0
Kenya,KEN,2018,95.0,92.0,92.0,88.0,89.0,92.0,92.0,89.0,92.0,1.0,92.0
Kenya,KEN,2019,93.0,91.0,91.0,91.0,89.0,91.0,91.0,89.0,91.0,2.0,91.0
Latvia,LVA,2000,99.0,95.0,79.0,,97.0,,96.0,97.0,,,96.0
Latvia,LVA,2001,99.0,96.0,84.0,,98.0,,97.0,98.0,,,97.0
Latvia,LVA,2002,99.0,98.0,87.0,,98.0,,98.0,98.0,,,97.0
Latvia,LVA,2003,97.0,98.0,96.0,,98.0,,98.0,98.0,,,98.0
Latvia,LVA,2004,98.0,98.0,98.0,,98.0,,99.0,98.0,,,99.0
Latvia,LVA,2005,97.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Latvia,LVA,2006,95.0,94.0,96.0,,98.0,,96.0,98.0,,,96.0
Latvia,LVA,2007,95.0,91.0,94.0,,95.0,,94.0,95.0,,,94.0
Latvia,LVA,2008,95.0,93.0,94.0,,96.0,,94.0,96.0,,,94.0
Latvia,LVA,2009,96.0,92.0,94.0,,92.0,,94.0,92.0,,,94.0
Latvia,LVA,2010,92.0,91.0,90.0,,95.0,,92.0,95.0,,,92.0
Latvia,LVA,2011,93.0,89.0,91.0,,92.0,76.0,92.0,92.0,,,92.0
Latvia,LVA,2012,94.0,90.0,90.0,,90.0,55.0,91.0,90.0,,,91.0
Latvia,LVA,2013,94.0,94.0,94.0,,96.0,87.0,94.0,96.0,,,94.0
Latvia,LVA,2014,92.0,92.0,92.0,,95.0,84.0,92.0,95.0,,,92.0
Latvia,LVA,2015,93.0,94.0,94.0,98.0,96.0,85.0,94.0,96.0,,,94.0
Latvia,LVA,2016,96.0,98.0,98.0,99.0,93.0,84.0,98.0,93.0,43.0,,98.0
Latvia,LVA,2017,96.0,98.0,98.0,98.0,96.0,87.0,98.0,96.0,78.0,,98.0
Latvia,LVA,2018,95.0,96.0,96.0,97.0,98.0,84.0,96.0,98.0,79.0,,96.0
Latvia,LVA,2019,96.0,99.0,99.0,99.0,99.0,84.0,99.0,99.0,85.0,,99.0
Lebanon,LBN,2000,,83.0,,,71.0,,83.0,71.0,,,83.0
Lebanon,LBN,2001,,80.0,,,65.0,,80.0,65.0,,,80.0
Lebanon,LBN,2002,,77.0,,,59.0,,77.0,59.0,,,77.0
Lebanon,LBN,2003,,74.0,74.0,,53.0,,74.0,53.0,,,74.0
Lebanon,LBN,2004,,75.0,75.0,,58.0,,74.0,58.0,,,75.0
Lebanon,LBN,2005,,77.0,77.0,,63.0,,74.0,63.0,,,77.0
Lebanon,LBN,2006,,78.0,78.0,,69.0,,75.0,45.0,,,78.0
Lebanon,LBN,2007,,80.0,80.0,,74.0,,75.0,74.0,,,80.0
Lebanon,LBN,2008,,81.0,81.0,,79.0,,75.0,79.0,,,81.0
Lebanon,LBN,2009,,81.0,82.0,,80.0,,76.0,80.0,,,81.0
Lebanon,LBN,2010,,81.0,83.0,,80.0,,77.0,80.0,,,82.0
Lebanon,LBN,2011,,80.0,83.0,,81.0,,79.0,81.0,,,82.0
Lebanon,LBN,2012,,80.0,84.0,,81.0,,80.0,81.0,,,83.0
Lebanon,LBN,2013,,80.0,85.0,,82.0,,81.0,82.0,,,83.0
Lebanon,LBN,2014,,80.0,85.0,,82.0,,81.0,82.0,,,83.0
Lebanon,LBN,2015,,80.0,85.0,96.0,82.0,,81.0,82.0,,,83.0
Lebanon,LBN,2016,,80.0,85.0,96.0,82.0,,81.0,82.0,,,83.0
Lebanon,LBN,2017,,80.0,85.0,96.0,82.0,82.0,81.0,82.0,,,83.0
Lebanon,LBN,2018,,80.0,85.0,96.0,82.0,82.0,81.0,82.0,,,83.0
Lebanon,LBN,2019,,80.0,85.0,96.0,82.0,82.0,81.0,82.0,,,83.0
Lesotho,LSO,2000,88.0,,,,74.0,,82.0,,,,83.0
Lesotho,LSO,2001,83.0,,,,70.0,,78.0,,,,78.0
Lesotho,LSO,2002,90.0,,,,78.0,,84.0,,,,84.0
Lesotho,LSO,2003,96.0,17.0,,,85.0,,90.0,,,,90.0
Lesotho,LSO,2004,96.0,60.0,,,84.0,,89.0,,,,90.0
Lesotho,LSO,2005,96.0,87.0,,,83.0,,88.0,,,,89.0
Lesotho,LSO,2006,95.0,91.0,,,82.0,,88.0,,,,89.0
Lesotho,LSO,2007,95.0,90.0,,,81.0,,87.0,,,,88.0
Lesotho,LSO,2008,95.0,88.0,,,80.0,,86.0,,,,88.0
Lesotho,LSO,2009,92.0,91.0,91.0,,84.0,,89.0,,,,91.0
Lesotho,LSO,2010,90.0,93.0,94.0,,88.0,,92.0,,,,93.0
Lesotho,LSO,2011,87.0,96.0,96.0,,92.0,,95.0,,,,96.0
Lesotho,LSO,2012,93.0,95.0,95.0,,91.0,,93.0,,,,95.0
Lesotho,LSO,2013,98.0,93.0,93.0,,90.0,,90.0,,,,93.0
Lesotho,LSO,2014,97.0,88.0,88.0,,92.0,,88.0,,,,88.0
Lesotho,LSO,2015,95.0,83.0,83.0,,93.0,29.0,85.0,,,,83.0
Lesotho,LSO,2016,96.0,87.0,87.0,44.0,90.0,87.0,87.0,,,,87.0
Lesotho,LSO,2017,96.0,87.0,87.0,0.0,90.0,87.0,87.0,90.0,,,87.0
Lesotho,LSO,2018,96.0,87.0,87.0,39.0,90.0,87.0,87.0,90.0,70.0,,87.0
Lesotho,LSO,2019,96.0,87.0,87.0,87.0,90.0,87.0,87.0,90.0,87.0,,87.0
Liberia,LBR,2000,78.0,,,,63.0,,56.0,,,,46.0
Liberia,LBR,2001,73.0,,,,58.0,,54.0,,,56.0,42.0
Liberia,LBR,2002,69.0,,,,52.0,,51.0,,,39.0,39.0
Liberia,LBR,2003,64.0,,,,47.0,,49.0,,,28.0,35.0
Liberia,LBR,2004,60.0,,,,41.0,,47.0,,,34.0,31.0
Liberia,LBR,2005,76.0,,,,62.0,,66.0,,,58.0,60.0
Liberia,LBR,2006,77.0,,,,63.0,,66.0,,,57.0,60.0
Liberia,LBR,2007,77.0,,,,71.0,,67.0,,,64.0,65.0
Liberia,LBR,2008,85.0,75.0,75.0,,76.0,,79.0,,,74.0,75.0
Liberia,LBR,2009,87.0,81.0,81.0,,83.0,,84.0,,,83.0,81.0
Liberia,LBR,2010,73.0,70.0,70.0,,65.0,,71.0,,,64.0,70.0
Liberia,LBR,2011,85.0,77.0,77.0,,71.0,,77.0,,,70.0,77.0
Liberia,LBR,2012,85.0,80.0,80.0,,80.0,,80.0,,,78.0,80.0
Liberia,LBR,2013,87.0,80.0,80.0,,74.0,,80.0,,,73.0,80.0
Liberia,LBR,2014,73.0,63.0,63.0,,58.0,25.0,62.0,,,54.0,63.0
Liberia,LBR,2015,74.0,65.0,65.0,,64.0,36.0,65.0,,,56.0,65.0
Liberia,LBR,2016,81.0,73.0,73.0,,70.0,73.0,73.0,,48.0,64.0,73.0
Liberia,LBR,2017,87.0,80.0,80.0,29.0,75.0,78.0,79.0,,71.0,72.0,80.0
Liberia,LBR,2018,92.0,80.0,80.0,65.0,74.0,78.0,79.0,,77.0,70.0,80.0
Liberia,LBR,2019,84.0,70.0,70.0,66.0,68.0,68.0,69.0,,64.0,65.0,70.0
Lithuania,LTU,2000,99.0,98.0,2.0,,97.0,,92.0,97.0,,,94.0
Lithuania,LTU,2001,99.0,95.0,4.0,,97.0,,97.0,97.0,,,95.0
Lithuania,LTU,2002,99.0,94.0,5.0,,98.0,,97.0,98.0,,,95.0
Lithuania,LTU,2003,99.0,95.0,10.0,,98.0,,91.0,98.0,,,94.0
Lithuania,LTU,2004,99.0,94.0,35.0,,98.0,,90.0,98.0,,,94.0
